key_base64	source_base64	official_english_base64	translation_base64
dHV0b3JpYWwtdG9rZW4tdGV4dA==	6KiY5oa244Gu5pat54mH44Gu5Lit44Gr44Gv44CB44CM44Kt44O844Ov44O844OJ44CN44KS5L2/44Gj44Gm5LiA5paH44KS5a6M5oiQ44GV44Gb44KL44GT44Go44Gn6Kqt44G/6YCy44KB44KJ44KM44KL44KC44Gu44GM44GC44KK44G+44GZ44CCPGJyPjxicj7jgq3jg7zjg6/jg7zjg4njga/jgIHnibnlrprjga7oqJjmhrbjga7mlq3niYfjga7kuK3jgaflhaXmiYvjgafjgY3jgb7jgZnjgII8YnI+5b+F6KaB44Gq44Kt44O844Ov44O844OJ44GM5LiN6Laz44GX44Gm44GE44KL5aC05ZCI44Gr44Gv44CB5Yil44Gu6KiY5oa244Gu5pat54mH44KS5YaN55Sf44GX44Gm44Kt44O844Ov44O844OJ44KS5omL44Gr5YWl44KM44G+44GX44KH44GG44CC	SW4gb3JkZXIgdG8gcHJvZ3Jlc3MgdGhyb3VnaCBjZXJ0YWluIG1lbW9yaWVzLCB5b3UnbGwgbmVlZCB0byB1c2UgIktleXdvcmRzIiB0byBmaWxsIGluIGluY29tcGxldGUgc2VudGVuY2VzLjxicj48YnI+WW91J2xsIGZpbmQgS2V5d29yZHMgYnkgd2F0Y2hpbmcgb3RoZXIgbWVtb3J5IGZyYWdtZW50cy48YnI+SWYgeW91IGZpbmQgYSBzZW50ZW5jZSB5b3UgY2FuJ3QgY29tcGxldGUsIHRyeSBsb29raW5nIGF0IG90aGVyIG1lbW9yaWVzIHRvIGdldCBtb3JlIEtleXdvcmRzLg==	6riw7Ja17J2YIOyhsOqwgSDspJHsl5DripQg44CM7YKk7JuM65Oc44CN66W8IOyCrOyaqe2VtCDrrLjsnqXsnYQg7JmE7ISx7ZW07JW8IOqzhOyGjSDsnb3snYQg7IiYIOyeiOuKlCDqsoPsnbQg7J6I7Iq164uI64ukLjxicj48YnI+7YKk7JuM65Oc64qUIO2KueyglSDquLDslrXsnZgg7KGw6rCBIOyViOyXkOyEnCDtmo3rk53tlaAg7IiYIOyeiOyKteuLiOuLpC48YnI+7ZWE7JqU7ZWcIO2CpOybjOuTnOqwgCDrtoDsobHtlZjri6TrqbQg64uk66W4IOq4sOyWteydmCDsobDqsIHsnYQg7J6s7IOd7ZW0IO2CpOybjOuTnOulvCDslrvsnLzshLjsmpQu
dHV0b3JpYWwtcmVwbGF5LXRpdGxl	5YaN55Sf5riI44G/44Gu6KiY5oa244Gu5pat54mH44Gr44Gk44GE44Gm	UmVwbGF5aW5nIE1lbW9yeSBGcmFnbWVudHM=	7J6s7IOd7ZWcIOq4sOyWteydmCDsobDqsIE=
dHV0b3JpYWwtcmVwbGF5LXRleHQ=	6YCa5bi444Go44Gv55Ww44Gq44KL6Imy44Gu44K544Od44OD44OI44Gn44Gv44CB44GZ44Gn44Gr5YaN55Sf5riI44G/44Gu6KiY5oa244Gu5pat54mH44KS44KC44GG5LiA5bqm5YaN55Sf44GZ44KL44GT44Go44GM44Gn44GN44G+44GZ44CCPGJyPuiomOaGtuOBruWGheWuueOBq+WkieWMluOBr+OBguOCiuOBvuOBm+OCk+OBjOOAgeWGjeOBs+ODnOODvOODiuOCueOCkueNsuW+l+OBmeOCi+OBk+OBqOOBjOOBp+OBjeOBvuOBmeOAgjxicj48YnI+54m55a6a44Gu44Ki44Kk44OG44Og44GM6KaL44Gk44GL44KJ44Gq44GE44Go44GN44Gv44CB44Oc44O844OK44K544KS6aC844Gj44Gm44G/44KL44Gu44KC44GE44GE44Gn44GX44KH44GG44CC	U3BvdHMgd2l0aCBhIHBlY3VsaWFyIGNvbG9yIGFsbG93IHlvdSB0byByZXdhdGNoIG1lbW9yeSBmcmFnbWVudHMgeW91J3ZlIGFscmVhZHkgc2Vlbi48YnI+VGhlIG1lbW9yeSBpdHNlbGYgd2lsbCBiZSB0aGUgc2FtZSBhcyB0aGUgbGFzdCB0aW1lIHlvdSB3YXRjaGVkIGl0LCBidXQgeW91IGNhbiB1c2UgaXQgdG8gZ2V0IG1vcmUgYm9udXNlcy48YnI+PGJyPklmIHlvdSdyZSBzdHJ1Z2dsaW5nIHRvIGZpbmQgYSBzcGVjaWZpYyBpdGVtLCB0cnkgcmVseWluZyBvbiB0aG9zZSBib251c2VzLg==	7Y+J7IaM7JmAIOuLpOuluCDsg4nsnZgg7Iqk7Y+/7JeQ7ISc64qUIOydtOuvuCDsnqzsg53tlZwg6riw7Ja17J2YIOyhsOqwgeydhCDri6Tsi5wg7J6s7IOd7ZWgIOyImCDsnojsirXri4jri6QuPGJyPuq4sOyWteydmCDrgrTsmqnsnYAg64us65287KeA7KeAIOyViuyngOunjCDrs7TrhIjsiqTrpbwg64uk7IucIO2ajeuTne2VoCDsiJgg7J6I7Iq164uI64ukLjxicj48YnI+7Yq57KCVIOyVhOydtO2FnOydhCDssL7sp4Ag66q77ZWgIOuVjOuKlCDrs7TrhIjsiqTsl5Ag7J2Y7KeA7ZW0IOuztOuKlCDqsoPrj4Qg7KKL7Iq164uI64ukLg==
dHV0b3JpYWwtYW5vbWFseS10aXRsZQ==	56m66ZaT44Gu5q2q44G/	U3BhY2lhbCBEaXN0b3J0aW9ucw==	6rO16rCE7J2YIOyZnOqzoQ==
dHV0b3JpYWwtYW5vbWFseS10ZXh0	44GT44Gu56m66ZaT44Gu5LiA6YOo44Gr44CB44CM5q2q44G/44CN44GM55m655Sf44GX44Gm44GE44KL6YOo5bGL44GM44GC44KK44G+44GZ44CCPGJyPjxicj7jgIzmrarjgb/jgI3jgYznmbrnlJ/jgZfjgabjgYTjgovpg6jlsYvjgafjga/jgIHoqJjmhrbjga7lho3nlJ/jgYzjgafjgY3jgarjgYTjgarjganpgJrluLjjgajjga/nlbDjgarjgovjgZPjgajjgYzotbfjgY3jgb7jgZnjgII8YnI+PGJyPuOAjOatquOBv+OAjeOCkueZuuimi+OBl+OBn+WgtOWQiOOBr+OAgee0oOaXqeOBj+mAgOWupOOBmeOCi+aWueOBjOizouaYjuOBp+OBmeOAgjxicj7plbfmmYLplpPmu57lnKjjgZnjgovjgajjgIHjgZXjgonjgarjgovohIXlqIHjgYznmbrnlJ/jgZnjgovloLTlkIjjgoLjgYLjgovjgojjgYbjgafjgZnjgII=	U29tZXRpbWVzLCBzcGFjaWFsIGRpc3RvcnRpb25zIG1heSBoYXBwZW4gd2l0aGluIHJvb21zLjxicj48YnI+U3BhY2lhbGx5IGRpc3RvcnRlZCByb29tcyBiZWhhdmUgaW4gc3RyYW5nZSB3YXlzLiBGb3IgZXhhbXBsZSwgeW91IG1heSBiZSB1bmFibGUgdG8gd2F0Y2ggbWVtb3JpZXMgaW5zaWRlIHRoZW0uPGJyPjxicj5JZiB5b3UgZmluZCBhIHNwYWNpYWwgZGlzdG9ydGlvbiwgaXQgd291bGQgYmUgd2lzZSB0byBsZWF2ZSBhcyBzb29uIGFzIHBvc3NpYmxlLCBiZWZvcmUgYW55dGhpbmcgZGFuZ2Vyb3VzIGhhcHBlbnMu	7J20IOqzteqwhOydmCDsnbzrtoAg67Cp7JeQ64qUIOOAjOyZnOqzoeOAjeydtCDrsJzsg53tlanri4jri6QuPGJyPjxicj7jgIzsmZzqs6HjgI3snbQg67Cc7IOd7ZWcIOuwqeyXkOyEnOuKlCDquLDslrXsnYQg7J6s7IOd7ZWgIOyImCDsl4bripQg65OxIO2PieyGjOyZgCDri6Trpbgg7ZiE7IOB7J20IOydvOyWtOuCqeuLiOuLpC48YnI+PGJyPuOAjOyZnOqzoeOAjeydhCDrsJzqsqztlojri6TrqbQg67mg66W06rKMIOuwqeydhCDrgpjqsIDripQg7Y647J20IO2YhOuqhe2VqeuLiOuLpC48YnI+7Jik656r64+Z7JWIIOuouOustOultOuptCDrjZQg7YGwIOychO2YkeydtCDrsJzsg53tlaAg7IiY64+EIOyeiOuKlCDqsoMg6rCZ7Iq164uI64ukLg==
dHV0b3JpYWwtdGlsZS10aXRsZQ==	5Zug5a2Q44Gr44Gk44GE44Gm	RmlnbWVudHM=	7J247J6Q
dHV0b3JpYWwtdGlsZS10ZXh0	44Oc44O844OK44K5562J44Gn5YWl5omL44Gn44GN44KL44CM5Zug5a2Q44CN44Gv44CB5o6i57Si44Gu5omL5Yqp44GR44Go44Gq44KK44G+44GZ44CCPGJyPjxicj7miYnjgpLplovjgZHjgovpmpvjgIHmiYDmjIHjgZfjgabjgYTjgovlm6DlrZDjga7kuK3jgYvjgonkuIDjgaTjgYzmir3pgbjjgZXjgozjgIHlirnmnpzjgYznmbrli5XjgZfjgb7jgZnjgII8YnI+5pyJ5Yq544Gq5Zug5a2Q44KS6ZuG44KB44Gq44GM44KJ44CB5o6i57Si44KS6YCy44KB44G+44GX44KH44GG44CCPGJyPjxicj7igLvmiYDmjIHjgZfjgabjgYTjgovlm6DlrZDjga/jgIHkuIDml6XjgYzntYLjgo/jgaPjgabjgoLmtojjgYjjgovjgZPjgajjga/jgYLjgorjgb7jgZvjgpPjgII=	WW91IGNhbiBnZXQgdXNlZnVsICJGaWdtZW50cyIgdGhyb3VnaCBib251c2VzIGFuZCBvdGhlciBtZWFucy48YnI+PGJyPldoZW5ldmVyIHlvdSBvcGVuIGEgZG9vciwgb25lIG9mIHRoZSBGaWdtZW50cyB5b3UgaGF2ZSBvbiB5b3Ugd2lsbCBiZSBjaG9zZW4gYXQgcmFuZG9tLCBhbmQgaXRzIGVmZmVjdHMgd2lsbCBhY3RpdmF0ZS48YnI+VHJ5IHRvIGZpbmQgdGhlIGJlc3QgRmlnbWVudHMgdG8gYWlkIHlvdXIgZXhwbG9yYXRpb24uPGJyPjxicj5Ob3RlIHRoYXQgeW91IHdvbid0IGxvc2UgeW91ciBGaWdtZW50cyBhdCB0aGUgZW5kIG9mIGVhY2ggZGF5Lg==	67O064SI7IqkIOuTseycvOuhnCDtmo3rk53tlaAg7IiYIOyeiOuKlCDjgIzsnbjsnpDjgI3ripQg7YOQ7IOJ7JeQIOuPhOybgOydtCDrkKnri4jri6QuPGJyPjxicj7rrLjsnYQg7Je0IOuVjCDrs7TsnKAg7KSR7J24IOyduOyekCDqsIDsmrTrjbAg7ZWY64KY6rCAIOustOyekeychOuhnCDshKDtg53rkJjslrQg7Zqo6rO86rCAIOuwnOuPme2VqeuLiOuLpC48YnI+7Jyg7Jqp7ZWcIOyduOyekOulvCDrqqjsnLzrqbAg7YOQ7IOJ7J2EIOynhO2Wie2VmOyEuOyalC48YnI+PGJyPuKAu+uztOycoCDspJHsnbgg7J247J6Q64qUIO2VmOujqOqwgCDrgZ3rgpjrj4Qg7IKs65287KeA7KeAIOyViuyKteuLiOuLpC4=
dHV0b3JpYWwtZW5kbGVzcy10aXRsZQ==	5oCd44GE6L+U44GZ	UmVtaW5pc2Npbmc=	7ZqM7IOB7ZWY6riw
dHV0b3JpYWwtZW5kbGVzcy10ZXh0	44Oh44Kk44Oz44Ko44OU44K944O844OJ44GM5a6M57WQ44GX44G+44GX44Gf44CCPGJyPjxicj7lvbzjgonjga7nianoqp7jga/ntYLjgo/jgorjgb7jgZfjgZ/jgYzjgIHjgYLjga7poIPjgpLjgIzmgJ3jgYTov5TjgZnjgI3jgojjgYbjgavjgIHoqJjmhrbjga7nqbrplpPjgpLmjqLntKLjgZfntprjgZHjgovjgZPjgajjgYzjgafjgY3jgb7jgZnjgII8YnI+44G+44Gg6KaL44Gm44GE44Gq44GE44CM6KiY5oa244Gu5pat54mH44CN44KS6ZuG44KB44Gf44KK44CB44Kt44Oj44Op44Kv44K/44O844Gf44Gh44Go44Gu5Lya6Kmx44KS5qW944GX44KA44GT44Go44GM44Gn44GN44G+44GZ44CC	WW91IGhhdmUgY29tcGxldGVkIHRoZSBnYW1lJ3MgbWFpbiBlcGlzb2RlLjxicj48YnI+VGhlIGNoYXJhY3RlcnMnIHN0b3JpZXMgYXJlIG92ZXIsIGJ1dCB5b3UgY2FuIFJlbWluaXNjZSBhYm91dCB5b3VyIHRpbWUgaW4gdGhhdCBzdHJhbmdlIHBsYWNlIHRvIGV4cGxvcmUgaXQgc29tZSBtb3JlLjxicj5Zb3UgY2FuIGxvb2sgZm9yIG1vcmUgbWVtb3J5IGZyYWdtZW50cyBhbmQgdGFsayB0byB0aGUgb3RoZXJzLg==	66mU7J24IOyXkO2UvOyGjOuTnOulvCDsmYTro4ztlojsirXri4jri6QuPGJyPjxicj7qt7jrk6TsnZgg7J207JW86riw64qUIOuBneuCrOyngOunjCDqt7gg7Iuc7KCI7J2EIOOAjO2ajOyDgeOAje2VmOuTryDquLDslrXsnZgg6rO16rCE7J2EIOqzhOyGjSDtg5Dsg4ntlaAg7IiYIOyeiOyKteuLiOuLpC48YnI+7JWE7KeBIOuztOyngCDrqrvtlZwg44CM6riw7Ja17J2YIOyhsOqwgeOAjeydhCDrqqjsnLzqsbDrgpgg7LqQ66at7YSw65Ok6rO8IOuMgO2ZlOulvCDsppDquLgg7IiYIOyeiOyKteuLiOuLpC4=
Y2hhcmFjdGVyMDAtMDA=	5a6H5a6Z5pyN44Gu5bCR5aWz44CC	QSBnaXJsIGluIGEgc3BhY2VzdWl0Lg==	7Jqw7KO867O17J2EIOyeheydgCDshozrhYAu
Y2hhcmFjdGVyMDAtMDE=	5rGa5p+T44GV44KM44KL5YmN44Gu5Zyw55CD44Gn55Sf44G+44KM44Gf44CC	Qm9ybiBvbiBFYXJ0aCBiZWZvcmUgaXQgYmVjYW1lIGNvbnRhbWluYXRlZC4=	7Jik7Je865CY6riwIOyghOydmCDsp4Dqtazsl5DshJwg7YOc7Ja064Ks64ukLg==
Y2hhcmFjdGVyMDAtMDI=	5LqM5Y2B5q2z44Gr44Gq44Gj44Gf6aCD44CB5a625peP44Go44Go44KC44Gr5Zyw55CD44KS5Ye644KL44CC	TGVmdCBFYXJ0aCB3aXRoIGhlciBmYW1pbHkgYXJvdW5kIHRoZSB0aW1lIHNoZSB0dXJuZWQgdHdlbnR5Lg==	7Iqk66y0IOyCtCDrrLTroLUg6rCA7KGx6rO8IO2VqOq7mCDsp4Dqtazrpbwg65ag64Ks64ukLg==
Y2hhcmFjdGVyMDAtMDM=	5Lq644Gu5oSP6K2Y44KS56C05aOK44GZ44KL57Sw6I+M44KS5YG254S255m66KaL44GZ44KL44CC	U3R1bWJsZWQgdXBvbiBhIGJhY3Rlcml1bSB0aGF0IGNhbiBkZXN0cm95IGh1bWFuIGNvbnNjaW91c25lc3Mu	7IKs656M7J2YIOydmOyLneydhCDtjIzqtLTtlZjripQg7IS46reg7J2EIOyasOyXsO2eiCDrsJzqsqztlZzri6Qu
Y2hhcmFjdGVyMDAtMDQ=	5Zyw55CD44Gn44OQ44Kk44Kq44OG44Ot44KS6LW344GT44GZ44CC	Q2FycmllZCBvdXQgYW4gYWN0IG9mIGJpb3RlcnJvcmlzbSBvbiBFYXJ0aC4=	7KeA6rWs7JeQ7IScIOuwlOydtOyYpO2FjOufrOulvCDsnbzsnLztgqjri6Qu
Y2hhcmFjdGVyMDAtMDU=	55m+5q2z44KS6YGO44GO44CB5pyA5b6M44Gr44KC44GG5LiA5bqm5Zyw55CD44KS6KaL44KL44Gf44KB44CB5rCR6ZaT5a6H5a6Z6Ii544Gr5LmX44KK6L6844KA44CC	UGFzdCB0aGUgYWdlIG9mIGEgaHVuZHJlZCwgc2hlIGJvYXJkcyBhIHByaXZhdGUgc3BhY2VzaGlwIGZvciBvbmUgbGFzdCBsb29rIGF0IEVhcnRoLg==	67CxIOyCtOydhCDrhJjquLQg65KkIOuniOyngOunieycvOuhnCDtlZwg67KIIOuNlCDsp4Dqtazrpbwg67O06riwIOychO2VtCDrr7zqsIQg7Jqw7KO87ISg7JeQIOyYpOuluOuLpC4=
Y2hhcmFjdGVyMDEtMDA=	5L2c5qWt5pyN5ae/44Gu5bCR5aWz44CC	QSBnaXJsIGluIHdvcmsgY2xvdGhlcy4=	7J6R7JeF67O1IOywqOumvOydmCDshozrhYAu
Y2hhcmFjdGVyMDEtMDE=	5q+S44Ks44K544Gr6KaG44KP44KM44Gf5oOR5pif44Gn55Sf44G+44KM44KL44CC	Qm9ybiBvbiBhIHBsYW5ldCBzaHJvdWRlZCBpbiBwb2lzb24gZ2FzLg==	64+F6rCA7Iqk66GcIOuSpOuNruyduCDtlonshLHsl5DshJwg7YOc7Ja064Ks64ukLg==
Y2hhcmFjdGVyMDEtMDI=	5Yqj5oKq44Gq55Kw5aKD44Gn44CB5aSn5Lq644Gu5q2744KC5a2Q5L6b44Gu5q2744KC44Gf44GP44GV44KT6KaL44KL44CC	V2l0bmVzc2VkIHRoZSBkZWF0aHMgb2YgY291bnRsZXNzIGFkdWx0cyBhbmQgY2hpbGRyZW4gaW4gdGhhdCBoYXJzaCBlbnZpcm9ubWVudC4=	7Je07JWF7ZWcIO2ZmOqyveyXkOyEnCDsiJjrp47snYAg7Ja066W46rO8IOyVhOydtOydmCDso73snYzsnYQg66qp6rKp7ZWc64ukLg==
Y2hhcmFjdGVyMDEtMDM=	5Yil44Gu5oOR5pif44GL44KJ44KE44Gj44Gm44GN44Gf5bCR5bm044CB44Kv44K344Oj44OK44Go5Ye65Lya44GG44CC	TWVldHMgYSBib3kgbmFtZWQgS3VzaGFuYSwgd2hvIGNhbWUgZnJvbSBhbm90aGVyIHBsYW5ldC4=	64uk66W4IO2WieyEseyXkOyEnCDsmKgg7IaM64WEIOy/oOyDpOuCmOyZgCDrp4zrgpzri6Qu
Y2hhcmFjdGVyMDEtMDQ=	5aWz5oCn44GX44GL55Sj44G+44KM44Gq44GE5LiA5peP44Gr55aR5ZWP44KS5oqx44GP44CC	QmVnaW5zIHRvIHF1ZXN0aW9uIHRoZSB2YWx1ZXMgb2YgaGVyIHBsYW5ldCwgaW4gd2hpY2ggb25seSB3b21lbiBhcmUgZXZlciBib3JuLg==	7Jes7ISx66eMIO2DnOyWtOuCmOuKlCDsnbzsobHsl5Ag7J2Y66y47J2EIO2SiOuKlOuLpC4=
Y2hhcmFjdGVyMDEtMDU=	5q+N44GL44KJ5YG96YCgSUTjgqvjg7zjg4njgpLlj5fjgZHlj5bjgorjgIHlroflrpnoiLnjgavkuZfjgorovrzjgoDjgII=	UmVjZWl2ZXMgYSBmb3JnZWQgSUQgY2FyZCBmcm9tIGhlciBtb3RoZXIgYW5kIGJvYXJkcyBhIHNwYWNlc2hpcC4=	7Ja066i464uI7JeQ6rKMIOychOyhsCBJRCDsubTrk5zrpbwg67Cb7JWEIOyasOyjvOyEoOyXkCDsmKTrpbjri6Qu
Y2hhcmFjdGVyMDItMDA=	44K544O844OE5ae/44Gu5aWz5oCn44CC	QSB3b21hbiBpbiBhIHN1aXQu	7KCV7J6lIOywqOumvOydmCDsl6zshLEu
Y2hhcmFjdGVyMDItMDE=	6JmQ5b6F44KS5Y+X44GR44Gm6IKy44Gk44GM54us5a2m44Gn5a2m44Gz44CB5oOR5pif44KS566h55CG44GZ44KL57Wx5rK75qmf5qeL44Gr5YWl44KL44CC	R3JldyB1cCBlbmR1cmluZyBhYnVzZSBidXQgZWR1Y2F0ZWQgaGVyc2VsZiwgYW5kIGpvaW5lZCBhbiBpbnRlcnBsYW5ldGFyeSBhZG1pbmlzdHJhdGlvbiBib2R5Lg==	7ZWZ64yA66W8IOuwm+ycvOupsCDsnpDrnpDsp4Drp4wg64+F7ZWZ7Jy866GcIOqzteu2gO2VtCDtlonshLHsnYQg6rSA66as7ZWY64qUIO2Gtey5mCDquLDqtazsl5Ag65Ok7Ja06rCE64ukLg==
Y2hhcmFjdGVyMDItMDI=	5LqM44Gk44Gu44Kv44Op44K544K/44O844GM6KGd56qB44GX44Gm44GE44KL5oOR5pif44Gr552A5Lu744GZ44KL44CC	SXMgcG9zdGVkIHRvIGEgcGxhbmV0IHdoZXJlIHR3byBjbHVzdGVycyBhcmUgbG9ja2VkIGluIGNvbmZsaWN0Lg==	65GQIO2BtOufrOyKpO2EsOqwgCDstqnrj4wg7KSR7J24IO2WieyEseyXkCDrtoDsnoTtlZzri6Qu
Y2hhcmFjdGVyMDItMDM=	5oqA5bir44Gu6Z2S5bm044Kk44O044Kh44Oz44Go5Ye65Lya44GG44CC	TWVldHMgYSB5b3VuZyBlbmdpbmVlciBuYW1lZCBJdmFuLg==	6riw7Iig7J6QIOyyreuFhCDsnbTrsJjqs7wg66eM64Kc64ukLg==
Y2hhcmFjdGVyMDItMDQ=	5oOR5pif44Gn44OQ44Kk44Kq44OG44Ot44GM55m655Sf44GX44CB5L2P5rCR44Gu5aSa44GP44GM5ZG944KS6JC944Go44GZ44CC5LqL5oWL44Gu6LKs5Lu744KS5ZWP44KP44KM44KL44CC	QW4gYWN0IG9mIGJpb3RlcnJvcmlzbSBzdHJpa2VzIHRoZSBwbGFuZXQsIGtpbGxpbmcgbWFueSBvZiBpdHMgcmVzaWRlbnRzLCBhbmQgc2hlIGlzIGhlbGQgcmVzcG9uc2libGUu	7ZaJ7ISx7JeQ7IScIOuwlOydtOyYpO2FjOufrOqwgCDrsJzsg53tlbQg66eO7J2AIOyjvOuvvOydtCDrqqnsiKjsnYQg7J6D6rOgLCDsgqztg5zsnZgg7LGF7J6E7J2EIOy2lOq2geuwm+uKlOuLpC4=
Y2hhcmFjdGVyMDItMDU=	5aaK5aig44GM55m66Kaa44GX44CB5rCR6ZaT44Gu5a6H5a6Z6Ii544Gr5LmX44KK6L6844KA44CC	RGlzY292ZXJzIHNoZSBpcyBwcmVnbmFudCBhbmQgYm9hcmRzIGEgcHJpdmF0ZSBzcGFjZXNoaXAu	7J6E7IugIOyCrOyLpOydhCDslYzqsowg65CY7Ja0IOuvvOqwhCDsmrDso7zshKDsl5Ag7Jik66W464ukLg==
Y2hhcmFjdGVyMDMtMDA=	576p6Laz44Gu55S35oCn44CC	QSBtYW4gd2l0aCBhIHByb3N0aGV0aWMgbGVnLg==	7J2Y7KGx7J2EIO2VnCDrgqjshLEu
Y2hhcmFjdGVyMDMtMDE=	44Kv44Op44K544K/44O85ZCM5aOr44Gu6KGd56qB44GM6LW344GN44Gm44GE44KL5oOR5pif44Gn44CB6Kuc5aCx5ZOh44Go44Gq44KL44CC	QmVjb21lcyBhbiBpbnRlbGxpZ2VuY2Ugb3BlcmF0aXZlIG9uIGEgcGxhbmV0IGNhdWdodCBpbiBjb25mbGljdCBiZXR3ZWVuIHR3byBjbHVzdGVycy4=	7YG065+s7Iqk7YSwIOqwhCDstqnrj4zsnbQg67KM7Ja07KeA64qUIO2WieyEseyXkOyEnCDsoJXrs7Tsm5DsnbQg65Cc64ukLg==
Y2hhcmFjdGVyMDMtMDI=	5r2c5YWl44GX44Gf44Ki44OR44O844OI44Gu6Zqj5a6k44Gr5L2P44KA5bCR5aWz44CB44OB44Kn44K544Kr44Go5Ye65Lya44GG44CC	TWVldHMgYSBnaXJsIG5hbWVkIENoZXNjYSwgd2hvIGxpdmVzIG5leHQgZG9vciB0byB0aGUgYXBhcnRtZW50IGhlIGlzIHVuZGVyY292ZXIgaW4u	7J6g7J6F7ZWcIOyVhO2MjO2KuCDsmIbrsKnsl5Ag7IKs64qUIOyGjOuFgCDssrTsiqTsubTsmYAg66eM64Kc64ukLg==
Y2hhcmFjdGVyMDMtMDM=	5r2c5YWl5Lit44Gu44Ki44OR44O844OI44Gr44Gm44CB5pW15oCn5Yui5Yqb44GL44KJ44Gu5pS75pKD44KS5Y+X44GR44KL44CC	Q29tZXMgdW5kZXIgYXR0YWNrIGZyb20gaG9zdGlsZSBmb3JjZXMgYXQgdGhhdCBhcGFydG1lbnQgZHVyaW5nIGhpcyBtaXNzaW9uLg==	7J6g7J6FIOykkeyduCDslYTtjIztirjsl5DshJwg7KCB64yAIOyEuOugpeydmCDqs7XqsqnsnYQg67Cb64qU64ukLg==
Y2hhcmFjdGVyMDMtMDQ=	5Lqk5oim44Gr5be744GN6L6844G+44KM44CB44OB44Kn44K544Kr44GM5q275Lqh44CC44Km44Kp44Or44K/44O844KC6Laz44KS6LKg5YK344CC	Q2hlc2NhIGRpZXMsIGNhdWdodCBpbiB0aGUgY3Jvc3NmaXJlLCBhbmQgV2FsdGVyIGlzIHdvdW5kZWQgaW4gdGhlIGxlZy4=	6rWQ7KCE7JeQIO2cmOunkOugpCDssrTsiqTsubTqsIAg7IKs66ed7ZWY6rOgIOyblO2EsOuPhCDri6Trpqzrpbwg64uk7Lmc64ukLg==
Y2hhcmFjdGVyMDMtMDU=	5oOR5pif44KS6Zui44KM44Gm6Z2Z44GL44Gr5pqu44KJ44GX44Gm44GE44Gf44GM44CB6Ieq6Lqr44Gu55eF44KS44GN44Gj44GL44GR44Gr5a6H5a6Z6Ii544Gr5LmX44KK6L6844KA44CC	TGVhdmVzIHRoZSBwbGFuZXQgdG8gbGl2ZSBxdWlldGx5LCBidXQgYm9hcmRzIGEgc3BhY2VzaGlwIGFmdGVyIGZpbmRpbmcgb3V0IGFib3V0IGhpcyBpbGxuZXNzLg==	7ZaJ7ISx7J2EIOuWoOuCmCDsobDsmqntnogg7IK06rOgIOyeiOyXiOyngOunjCDsnpDsi6DsnZgg67OR7J2EIOqzhOq4sOuhnCDsmrDso7zshKDsl5Ag7Jik66W464ukLg==
Y2hhcmFjdGVyMDQtMDA=	6KiY5oa244KS5aSx44Gj44Gf6Z2S5bm044CC44GC44Gq44Gf44CC	QSB5b3VuZyBtYW4gd2hvIGhhcyBsb3N0IGhpcyBtZW1vcnkuIFlvdS4=	6riw7Ja17J2EIOyeg+ydgCDssq3rhYQuIOuLueyLoC4=
Y2hhcmFjdGVyMDQtMDE=	5YG96YCgSUTjgqvjg7zjg4njgaflr4boiKrjgZfjgojjgYbjgajjgZfjgZ/jgajjgZPjgo3jgpLjgIHoiLnplbfjgIHjg43jg6rjg4PjgrXjgavmjZXjgonjgYjjgonjgozjgovjgII=	Q2F1Z2h0IGJ5IHRoZSBjYXB0YWluLCBOZXJpc3NhLCB3aGlsZSB0cnlpbmcgdG8gc3RvdyBhd2F5IHVzaW5nIGEgZm9yZ2VkIElEIGNhcmQu	7JyE7KGwIElEIOy5tOuTnOuhnCDrsIDtla3tlZjroKTri6Qg7ISg7J6lIOuEpOumrOyCrOyXkOqyjCDrtpnsnqHtnozri6Qu
Y2hhcmFjdGVyMDQtMDI=	5a6H5a6Z6Ii544Gn5LiL5YON44GN44KS44GZ44KL44GT44Go44Gr44CC	RW5kcyB1cCBkb2luZyBtZW5pYWwgd29yayBhYm9hcmQgdGhlIHNoaXAu	7Jqw7KO87ISg7JeQ7IScIO2XiOuTnOugm+ydvOydhCDtlZjqsowg65Cc64ukLg==
Y2hhcmFjdGVyMDQtMDM=	44GE44GP44Gk44KC44Gu5oOR5pif44KS5beh44KK44CB5LuK44KC5LmX57WE5ZOh44Go44GX44Gm5YON44GE44Gm44GE44KL44CC	SGFzIHRyYXZlbGVkIHRvIG1hbnkgcGxhbmV0cyBhbmQgc3RpbGwgd29ya3MgYXMgYSBjcmV3IG1lbWJlciB0b2RheS4=	7Jes65+sIO2WieyEseydhCDrj4zslYTri6Tri4jrqbAg7KeA6riI64+EIOyKueustOybkOycvOuhnCDsnbztlZjqs6Ag7J6I64ukLg==
Y2hhcmFjdGVyMDQtMDQ=	4pSA4pSA44Go44GE44GG5YG944Gu6KiY5oa244KS5qSN44GI5LuY44GR44KJ44KM44Gf44CB5o2c5p+75a6Y44CC	Li4uIEJ1dCB0aG9zZSBhcmUganVzdCBmYWxzZSBtZW1vcmllcyBpbXBsYW50ZWQgaW4gYW4gaW52ZXN0aWdhdG9yJ3MgbWluZC4=	4pSA4pSA652864qUIOqxsOynkyDquLDslrXsnYQg7KO87J6F67Cb7J2AIOyImOyCrOq0gC4=
